UWI,Operator - On Record,End Completion Date,Field,Completed Zone,Dir,Open or Cased,Technology,Status,AFE Drilling Cost (K$),Total End Completion Costs (K$),# Days,Est Problem Time (%),Base Fluid,Load Fluid (m3),Load Fluid Rec (m3),Stimulation Fluid,Stim Company - On Record,Frac Report,Stages Attempted (#),Stages Actual (#),Completed Length (m),Avg Frac Spacing (m),Total Proppant Design (t),Total Proppant Placed (t),Avg Fluid Pumped per Stage (m3),Total Fluid Pumped (m3),6 mo Cal Gas Rate (mcf/d),12 mo Cal Gas Rate (mcf/d),12 Mo Cum Prod Gas (mmcf),6 mo Cal Oil Rate (bopd),12 mo Cal Oil Rate (bopd),6 Mo Cum Prod  Oil (mbo),12 Mo Cum Prod Oil (mbo),Job Objective,AFE Completion Cost (K$)
00/07-20-083-25W6/0,Talisman Energy,12/14/2012,Northern Montney,Montney,H,Cased,Mechanical Plug,GAS,,,117,<10%,Slickwater,"12,614","4,239",Unknown,Trican,3 - No Report,8,8,"1,388",178,"2,080","1,724","1,542","12,335","1,218",440,352,0,0,,,8 x Stage x 2080T TWS-Slickwater Frac,
00/14-20-083-25W6/2,Talisman Energy,5/27/2012,Northern Montney,Montney,H,Cased,MAG (Flow-Through BP),GAS,,,54,,Slickwater,"14,523","6,381",Unknown,Schlumberger,3 - No Report,7,7,"1,303",229,"2,070","2,070","2,009","14,060","2,486","1,458",936,0,0,,,5 x 270t/stage + 2 x 360t/stage SLB-Slickwater Frac,
00/01-23-083-25W6/0,Talisman Energy,11/29/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,154,,Slickwater,,,Unknown,Trican,3 - No Report,,19,,,"1,710","1,710",309,"5,867",,,,,,,,19 x 90t/stage TWS-Slickwater Frac,
00/02-23-083-25W6/0,Talisman Energy,12/23/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,178,10-30%,Slickwater,"11,080","8,378",Unknown,Trican,3 - No Report,15,15,"1,375",92,154,"1,190",739,"11,080","1,093",634,302,0,0,,,1 x 154T + 14 x 90t/stage TWS-Slickwater Frac,
00/03-23-083-25W6/0,Talisman Energy,11/29/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GSUP,,,154,30-50%,Slickwater,"6,949","1,614",Unknown,Trican,3 - No Report,15,9,925,116,"1,419",853,715,"6,434",207,,,0,,,,1 x 159T + 14 x 90t/stage TWS-Slickwater Frac,
00/01-26-083-25W6/0,Talisman Energy,10/14/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,111,<10%,Slickwater,"7,802",986,Unknown,Trican,3 - No Report,12,12,"1,071",91,"1,152","1,157",639,"7,669",814,657,295,0,0,,,12 x 96t/stage Slickwater Frac,
02/01-26-083-25W6/0,Talisman Energy,10/14/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,111,<10%,Slickwater,"7,339",853,Unknown,Trican,3 - No Report,11,11,"1,015",93,"1,056","1,127",658,"7,238","1,065",602,352,0,0,,,11 x 96t/stage Slickwater Frac,
00/05-26-083-25W6/0,Talisman Energy,10/11/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,218,<10%,Slickwater,"9,268","2,674",Unknown,Trican,3 - No Report,8,8,"1,431",183,"1,570","1,580","1,159","9,268","1,519",878,499,0,0,,,7 x 190t/stage + 1 x 240T TWS-Slickwater Frac,
02/05-26-083-25W6/0,Talisman Energy,9/30/2013,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,207,10-30%,Slickwater,"13,862","1,960",Unknown,Trican,3 - No Report,13,13,"1,411",109,"1,542","1,546",997,"12,955","1,153",657,394,0,0,,,13 Stage 1541t Slickwater Frac,
00/13-26-083-25W6/0,Progress Energy Resources Corp.,11/23/2014,Northern Montney,Montney,H,Cased,Flow-Through BP,GAS,,,49,<10%,Slickwater,"14,798","1,539",Unknown,Schlumberger,3 - No Report,12,12,"1,917",169,"2,025","2,029","1,239","14,872","3,420","1,986","1,258",0,0,,,1 x 100T + 11 x 175t/stage SLB-Slickwater Frac,
